Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
Lead,https://www.crunchbase.com/organization/lead-1191,11-50,"Cryptocurrency, Information Technology, Mobile Apps",,,,1,Private,,,,"Hereford, Herefordshire, United Kingdom",,,,"Lead is a mobile application that provides finance, banking, cryptocurrency, blockchain, crypto wallet, lead wallet, bitcoin.",2019-01-01,year,Active,,,For Profit,https://leadwallet.io,,https://www.facebook.com/leadwallet,https://www.linkedin.com/company/leadwallet,contact@leadwallet.io,,,,,,,
LCCX,https://www.crunchbase.com/organization/lccx,1-10,"Blockchain, Cryptocurrency, Financial Exchanges, Financial Services",Initial Coin Offering,,,,Private,,,,"London, England, United Kingdom",,,,London Crypto Currency Exchange,2017-05-06,day,Active,,,For Profit,http://www.lccx.co.uk,https://twitter.com/lccxofficial,,https://www.linkedin.com/company/lccx/,support@lccx.co.uk,,,,London based crypto currency exchange,,,
LazyCoins,https://www.crunchbase.com/organization/lazycoins,1-10,"Bitcoin, Financial Services",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,LazyCoins is a bitcoin and digital currency exchange platform that facilitates online financial trading.,2014-07-31,day,Active,,,For Profit,http://www.lazycoins.com,https://www.twitter.com/lazycoins,https://www.facebook.com/lazycoins,,,,,,"LazyCoins was a bitcoin and a digital currency exchange that made trading easy and effective, including useful features such as multi tab trading and offline cold storage. It provide a wide range of services and not only limited to a exchange service, rather a Bitcoin portal with services such as, LazyPay and LazyTV. After a year of providing services to serve the digital currency eco-system the company siezed trading in May 2015.",,,
LATOKEN,https://www.crunchbase.com/organization/latoken,11-50,"Blockchain, Finance, Financial Exchanges, Financial Services, FinTech, Real Estate",Initial Coin Offering,"Engineering, Finance, Marketing, Operations, Product, Sales",,,Private,,,,"London, England, United Kingdom",,,,LATOKEN is the leading platform for multi-asset tokenization and cryptocurrency exchange.,2017-01-01,year,Active,,,For Profit,https://latoken.com/,https://twitter.com/latokens,https://www.facebook.com/LiquidAssetToken/,https://www.linkedin.com/company/latoken/,info@latoken.com,+447509764697,,41,"LATOKEN is a platform for assets tokenization and trading that focuses on liquidity for new tokens. It has recently entered CoinMarketCap’s Top 50 by trading volume. Our mission is to make capital markets and trading available 24/7 T+0, with a broader range of asset classes. We aim to facilitate capital reallocation into promising businesses, which will foster job creation via higher productivity. Major crypto pairs and ICO tokens are already available for trading on our exchange. Now we’re working on acquiring all the necessary licenses for launching a full-scale trading of asset tokens. Key features of LATOKEN Exchange: ✅ Top 50 by daily trading volume ✅ 110+ crypto pairs available for trading ✅ Access to Token Sales at presale and crowdsale stages ✅ 80,000+ registered traders ✅ Low trading and withdrawal fees ✅ Instant exchange (LA DIRECT) ✅ Crypto/fiat gateway ✅ New trading pairs added every week ✍️ Looking for a job? Check our current job openings here or send us your CV at talent@latoken.com",,,
Lama Technology,https://www.crunchbase.com/organization/lama-technology,11-50,"Blockchain, Financial Services, Payments",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,Lama Technology provides modern payments and financial services technology.,2021-01-01,year,Active,,,For Profit,https://www.lamatechnology.com,,,https://www.linkedin.com/company/lamatechnologygroupltd/,hello@lamatechnology.com,,,,Lama Technology provides crypto banking services for B2C and B2B. They offer blockchain financial services. They respond to customer inquiries by email.,,,
Lake Parime,https://www.crunchbase.com/organization/lake-parime,11-50,"Blockchain, Energy, Information Technology, Sustainability",,"Engineering, Information Technology, Management, Sales",,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,"Lake Parime is dedicated to developing energy efficient, long lasting infrastructure to support the decentralized computing.",2018-01-01,year,Active,,,,http://www.lakeparime.com,https://twitter.com/lakeparime,,https://www.linkedin.com/company/lake-parime/,info@lakeparime.com,+44 0 207 903 6879,,1,"Lake Parime creates, constructs, and operates huge computational systems. They collaborate with renewable energy sources to provide long-term infrastructure for energy-intensive processing operations like blockchain, machine learning, visualization, simulation, and modeling.",,,
Ladybugs United Esports Team,https://www.crunchbase.com/organization/ladybugs-united-esports-team,1-10,"Blockchain, eSports, Fantasy Sports, Gaming, Online Games, PC Games, Sports, Video Games, Web Apps",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,Ladybugs United is a NFT esports team that competes in competitions and tournaments on the Crypt2 eSports gaming platform.,2022-09-15,day,Active,,,For Profit,https://ladybugsunited.crypt2esports.com,,,,info@crypt2esports.com,,,,,,,
Lady Cougars Esports Team,https://www.crunchbase.com/organization/lady-cougars-esports-team,1-10,"Blockchain, eSports, Fantasy Sports, Gaming, Online Games, PC Games, Sports, Video Games, Web Apps",,,,,Private,,,,"London, England, United Kingdom",,,,Lady Cougars is a NFT esports team that competes in competitions and tournaments on the Crypt2 eSports gaming platform,2022-09-01,day,Active,,,For Profit,https://ladycougars.crypt2esports.com,,,,info@crypt2esports.com,,,,Lady Cougars is a NFT esports team that competes in competitions and tournaments on the Crypt2 eSports gaming platform,,,
KwikTrust,https://www.crunchbase.com/organization/kwiktrust,11-50,"Blockchain, Cryptocurrency, E-Signature, FinTech, Legal Tech",Seed,,,,Public,,,,"London, England, United Kingdom",,,,"Sign, send and store your files for free",2020-04-04,day,Active,2022-03-14,day,For Profit,https://www.kwiktrust.com,https://twitter.com/KwikTrust,https://www.facebook.com/KwikTrust/,https://www.linkedin.com/company/kwiktrust/,team@kwiktrust.com,,,17,"KwikTrust has developed an e-signature and file storage platform and the patent pending SuperNFT, a more secure form of NFT that incorporates provenance and the owner's validated identity. The technology opens up new asset classes to NFTs including financial assets, stocks and shares, insurance plus physical and digital assets. On 14 March 2022 KwikTrust KTX utility token listed on BitMart Exchange at https://www.bitmart.com/trade/en?symbol=KTX_USDT KwikTrust incorporates an e-validation platform that provides provenance and legal protection. The platform enables self-certified and third-party validation of files, with the results stored securely on a blockchain, creating an irrefutable record of activity.   Users can record and validate intellectual property origination, contracts, accounts, invoices, references, qualifications, identities, video and audio files, and undertake know-your-client checks. Intellectual property and other assets can be represented digitally - including property deeds, company shares, asset ownership, and validated identities - which can be minted into a SuperNFT as a permanent and transferable record of ownership. .    The KwikTrust solution is faster, simpler, more secure and less expensive than competitors. It features - triple lock security; each file is locked onto the blockchain with three separate hashes.",,,
Kubik Records,https://www.crunchbase.com/organization/kubik-records,1-10,"Artificial Intelligence, Audio, Blockchain, Digital Entertainment, Independent Music, Music, Music Label, Music Streaming, Predictive Analytics",,,,,Private,,,,"London, England, United Kingdom",,,,"The first music label that uses Blockchain Technology and AI in recording, production, remixing, promotion, sales and distribution of Music",2018-12-31,day,Active,,,For Profit,https://kubikrecords.com,https://twitter.com/KubikRecords,https://www.facebook.com/kubikrecords/,https://www.linkedin.com/company/kubik-records/,info@kubikrecords.com,,,,"The first music label and recording studio that uses Blockchain Technology in the process of recording, production, remixing, promotion, sales and distribution of Music. Authentication of services based on Blockchain. Artistic and strategic consulting, including music promotion, sales strategies, digital distribution and coaching for Artists.",,,
Kryptova,https://www.crunchbase.com/organization/kryptova,11-50,"Cryptocurrency, Financial Services, FinTech, Transaction Processing",,,,,Private,,,,"Mayfair, Westminster, United Kingdom",,,,Kryptova is a cryptocurrency payments platform that processes crypto and credit card payments for high-risk merchant accounts.,2021-01-01,year,Active,,,For Profit,https://www.kryptova.biz,,https://www.facebook.com/KRYPTOVA/,https://www.linkedin.com/company/kryptova/,sales@kryptova.biz,+44 0 800 - 832 ( 1373),,,"In addition to providing services for high-risk merchant accounts, Kryptova is a platform that processes cryptocurrency and credit card payments. The platform is a secure payment gateway that enables businesses to transact with their customers around the world through cryptocurrency. The platform facilitates the trading of cryptocurrencies for other assets, including digital and fiat currencies and acts as an intermediary between a buyer and a seller.",,,
Kreation.io,https://www.crunchbase.com/organization/kreation-io,1-10,"Art, Cryptocurrency, Marketplace",,,,,Private,,,,"London, England, United Kingdom",,,,Kreation.io operates a premier NFT marketplace on Solana.,2021-01-01,year,Active,,,,https://www.kreation.io/,,,https://www.linkedin.com/company/kreation-io/,,,,,"Kreation.io operates a premier NFT marketplace on Solana. It is collaborating and partnering with athletes worldwide, musicians, and entertainment industry legends, offering fans a chance to own a piece of their digital future and get up close and personal with worldwide icons.",,,
Koryntia,https://www.crunchbase.com/organization/koryntia,1-10,"Blockchain, Cryptocurrency, Financial Services",Undisclosed,,,,Private,,,,"London, England, United Kingdom",,,,"Your bridge between DeFi & CeFi, helping millions access credit and enter an equitable financial system. Unlock the power of DeFi!",2021-01-01,year,Active,,,For Profit,https://koryntia.finance,https://twitter.com/KoryntiaFinance,https://www.facebook.com/KoryntiaFinance/,https://www.linkedin.com/company/koryntia-finance/,info@koryntia.finance,,,10,"At Koryntia, we’re on a mission to revolutionize how people access credit. By taking the best of both decentralized and centralized finance, we’re bridging the gap between DeFi and CeFi to make financial products accessible and equitable for everyone. Our protocol enables users to borrow, collateralize and earn, all on blockchain-driven decentralized applications. Our mission is to make financial inclusion accessible for everyone, no matter their background or location. Join us as we revolutionize the way people access credit and support millions of people in entering an equitable financial system. Follow us on social media (@koryntia) to learn more and join our community. #KoryntiaOn",,,
Koinly,https://www.crunchbase.com/organization/koinly,1-10,"Bitcoin, Cryptocurrency, Financial Exchanges, FinTech",,"Human Resources, Management, Operations, Sales",,,Private,,,,"London, England, United Kingdom",,,,Koinly is a platform that generates tax reports for crypto trading and related activity automatically.,2018-01-01,year,Active,,,,https://koinly.io/,,,https://www.linkedin.com/company/koinly/,hello@koinly.io,,,10,"Koinly is a platform that generates tax reports for crypto trading and related activity automatically. By integrating with all major blockchains and exchanges such as Coinbase, Binance, Bittrex, and CEX.io, Koinly reduces crypto tax reporting to a few minutes of work.  The company was founded in 2018 and is headquartered in London.",,,
KOINKOIN,https://www.crunchbase.com/organization/koinkoin,1-10,"Cryptocurrency, FinTech",Seed,,,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,Peer to Peer Cryptocurrency Exchange (Creating a borderless Africa),2017-01-01,year,Active,,,For Profit,https://koinkoin.com,,,,ola.atose@koinkoin.com,+447595903220,,2,"ABOUT KOINKOIN  KOINKOIN was created by a team of individuals who are passionate about business in Africa by meeting business people and many Africans at their point of need. Are you a Kenyan completing business in Nigeria? Are you a small business buying goods from Asia? Whatever your need is with regards to payments of goods and services, KOINKOIN is here to help! OUR GOAL KOINKOIN's continuing mission is to bolster small businesses and empower individuals using blockchain technology. WHAT MAKES KOINKOIN UNIQUE? We provide a secure, lighting fast and seamless service at very low cost to individuals and small businesses across Africa who wish to benefit from the expediency of our cryptocurrency exchange services. Our easy to use e-wallet services allows you to convert and send your LOCAL currency into cryptocurrency which is accepted in many regions all over the world as a form of payment for your goods and services or for goods and services you wish to purchase from anywhere in the world where BTC and other cryptocurrencies are accepted. Whilst we aim to please our business customers, the KOINKOIN platform is also powered to serve cryptocurrency speculators and intraday traders who simply wish to BUY, HOLD & TRADE cryptocurrencies. The KOINKOIN platform provides exchange and lighting fast execution services for a ZAR, NGN, GHS and KES to BTC, ETH & LTC with fast deposits and withdrawals.",,,
KODGAV,https://www.crunchbase.com/organization/kodgav-uk-ltd,1-10,"AgTech, Blockchain, Food and Beverage",,,,,Private,,,,"London, England, United Kingdom",,,,KODGAV is a social impact Agtech platform streamlining access to plant-based ingredients of African origin using blockchain and smart data.,2020-10-23,day,Active,,,For Profit,https://kodgav.co.uk/en-gb/home,https://twitter.com/kodgav,https://www.facebook.com/KODGAV,https://www.linkedin.com/company/kodgav/,online@kodgav.co.uk,+44 020 796 57354,,3,"KODGAV is a social impact Agtech platform that integrates African farmers into the global supply chain so that the food industry in developed markets can access the African agri-food supply chain, without the financial, legal and brand risks inherent in the existing ecosystem, using KODGAV’s smart-data and blockchain technology. We are democratizing access to the African Agri-food supply chain; enabling consumers and businesses, whether large or small, directly, and conveniently access an international supply chain without the nuisance associated with trading across borders.",,,
Koala,https://www.crunchbase.com/organization/koala-82e2,11-50,"Banking, Cryptocurrency, Financial Services, FinTech, Trading Platform, Wealth Management",,,,,Private,,,,"London, England, United Kingdom",,,,"Koala is a fintech firm that offers a trading platform, wealth management, securities exchange, banking, and cryptocurrency.",2019-01-01,year,Active,,,For Profit,https://www.koala-capital.co.uk/,,,https://www.linkedin.com/company/koala-capital/,feedback@koalaplatform.com,,,,,,,
Knabu Distributed Systems Ltd,https://www.crunchbase.com/organization/knabu-ltd,1-10,"Bitcoin, Blockchain, Cryptocurrency, Insurance",Seed,,,,Private,,,,"London, England, United Kingdom",,,,We are developing a Token Driven Development DApp to enable credible token projects,2017-07-10,day,Active,,,For Profit,https://www.knabu.me/,https://twitter.com/knabucrypto,https://www.facebook.com/knabu.me/,https://www.linkedin.com/company/youbank/,info@knabu.me,020 8638 0951,,,We are a DLT company based in London and have started our bank authorization process to solve the problem of denial of bank accounts to blockchain businesses. We are building a Utility Bank from scratch & engineering it to leverage DLT.,,,
Klink Finance,https://www.crunchbase.com/organization/klink-a6e6,1-10,"Blockchain, FinTech",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,Gamified crypto asset platform operating at the intersection of consumer finance and blockchain technology.,2022-07-01,month,Active,,,For Profit,https://klinkfinance.com/,https://twitter.com/klinkfinance,,https://www.linkedin.com/company/klinkfinance/,,,,,"Klink Finance is a London-based startup, operating at the intersection of finance- and blockchain technology. Klink implements methods of gamification that enable better and recurring financial habits of its users.",,,
Klevoya,https://www.crunchbase.com/organization/klevoya,1-10,"Blockchain, Cyber Security, Web Development",Grant,,,,Private,,,,"Cambridge, Cambridgeshire, United Kingdom",,,,Klevoya aims to help EOSIO app developers to deliver bug free secure codes through its smart contract analysis and execution engine.,2019-01-01,year,Active,2021-12-02,day,For Profit,https://klevoya.com/#home,https://twitter.com/klevoya?lang=en,,https://www.linkedin.com/company/klevoya,hello@mg.klevoya.com,,,,,,2021-12-02,day
Kite Financial,https://www.crunchbase.com/organization/kite-financial,11-50,"Cryptocurrency, Financial Services, FinTech, Payments",Seed,Operations,,,Private,,,,"London, England, United Kingdom",,,,"Building lightweight financial services with crypto for everyone accessible on the web, smartphone, and mobile phones.",2018-10-01,day,Active,,,For Profit,https://kitefinancial.io,https://twitter.com/kite_financial,https://facebook.com/kitefinancial,https://linkedin.com/company/kitefinancial,support@kitefinancial.io,+2347085708841,,,"Building lightweight financial services with crypto for everyone accessible on the web, smartphone, and mobile phones. Powering Africa with our easy-to-use and highly accessible strategic solutions.  * Crypto Trading: p2p trading with multiple payment methods, on-ramp, off-ramp, swapping. * Financial Services: Deposit/Withdraw * Payments: Airtime top-ups, bills payments, giftcard purchases, Kite Cards, Kite giftcards",,,
Key Coin Assets,https://www.crunchbase.com/organization/key-coin-assets,1-10,"Asset Management, Blockchain, Cryptocurrency, Virtual Currency",,,,,Private,,,,"London, England, United Kingdom",,,,Key Coin Assets is a digital assets management company.,2018-01-01,year,Active,,,For Profit,https://keycoinassets.com,https://twitter.com/keycoinassets,https://www.facebook.com/keycoinassets/,https://www.linkedin.com/company/key-coin-assets/,info@keycoinassets.com,+44 0 843 886 9547,,,"Key Coin Assets is a digital asset management firm, focusing on blockchain-based projects, decentralized applications, protocols, reverse ICOs and Infrastructure based projects.",,,
Kession Capital,https://www.crunchbase.com/organization/kession-capital,11-50,"Compliance, Consulting, Cryptocurrency, Finance, Security",,,,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,Kession Capital provides regulatory compliance consulting services.,2012-01-01,year,Active,,,For Profit,https://www.kession.com,https://twitter.com/kessioncapital,https://www.facebook.com/Kession-Capital-423012841542897,https://www.linkedin.com/company/kession-capital-ltd,info@kession.com,+44 207 558 8800,,,"Kession Capital provides funds, mortgage-backed securities, businesses, investment vehicles, virtual currencies, and traded instruments for finance and investment asset allocation. They provide a management team for securities offerings to cryptocurrency service portals. They mention their contact information on the website.",,,
Kauris Ltd,https://www.crunchbase.com/organization/kauris-ltd,1-10,"Content, Cryptocurrency, Media and Entertainment, Music, Publishing, Software, Video",Seed,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,"Kauris Ltd. develops LAMOOVA promoting clubbing trough App, Animation Film and Series, Comics and Website, AR / VR.",2012-12-06,day,Active,,,For Profit,http://www.kauris.tv,https://twitter.com/kaurisofficial,https://www.facebook.com/pg/Kaurisentertainment,https://www.linkedin.com/company/9306929/,didiermetelo@gmail.com,,,,"Kauris is an independent audio-visual production company that enables its clients to interact and be informed of all nightlife events worldwide. The company provides various services, including music production, recording, and graphic design. Kauris’ main function is to ensure the implementation and development of the Lamoova concept. It was founded in 2012 by Didier Metelo. Kauris is headquartered in London, England.",,,
Karatcoin,https://www.crunchbase.com/organization/karatcoin,11-50,"Apps, Cryptocurrency, Financial Exchanges, Financial Services",Seed,,,,Private,,,,"London, England, United Kingdom",,,,Cryptocurrency,2017-09-22,day,Active,,,For Profit,http://karatcoin.co,https://twitter.com/KaratCoins,https://www.facebook.com/karatcoin.co/,https://www.linkedin.com/company/karatcoin/,karatcoin@dreammy.io,+39 015 7011649,,,"Karatcoin We will leverage the Distributed Ledger for its durability, clarity and auditability by applying it to precious physical assets. It relies on network engagement from users by confirming transactions utilizing a general consensus mechanism. This “chain” of information is transparently stored chronologically on every computer. Mission  Karatcoin’s Platform is directly linked to operational gold mines that will receive financing to help increase their gold production. The more Karatcoin’s financing increases, so will the aggregated gold production of our mines, which in turn will increase the value of circulating Karatcoin tokens. All the mines selected by Karatcoin's technical and legal team have been carefully analyzed for their production ability, operational background, structural credibility, as well as their financial rating, no intermediary involved in the process. Vision Our vision is to build a platform to trade gold certificates, exchange Karatcoin tokens, as well as saving or exchanging money using gold cards. Gold Asset Karatcoin allows open and public authentication of all asset documents stored in a decentralized database through our Proof of Asset (PoA), a protocol designed within our Blockchain by integrating IPFS. GOLD PRODUCTS Certificates Each Gold Asset Certificate represents 1,000 USD of value, with the durations of each certificate being from 1 to 5 years, and the annual rate of return being between 5% to 6%. Cards Gold cards are used to store your crypto-asset into the decentralized market. Tokens KCD (ERC-20 Standard DAO Token) will migrate to the KC Blockchain.  KCX is the KC Blockchain Token. KCG (GOLD Token) represents 1 gram of 99.99% LBMA standard gold secured in Karatcoin’s Safehouse Vaults, which are safe from political influence, and which will both preserve and increase the value of KCGs over time. ",,,
Kanexy Ltd,https://www.crunchbase.com/organization/kanexy-ltd,51-100,"Banking, Blockchain, Finance, Financial Services, FinTech, Information Technology, iOS, Mobile Apps, Web Development",,,,,Private,,,,"London, England, United Kingdom",,,,"Helping our clients to access & integrate financial services to run their businesses; Faster, Smarter, Cheaper, Better",2021-01-13,day,Active,,,Non-profit,https://www.kanexy.com/,https://twitter.com/MyKanexy/,https://www.facebook.com/MyKanexy/,https://www.linkedin.com/company/kanexy/,support@kanexy.com,+44 (0)20 8191 1456,,,"Kanexy is the leading consulting service provider with a specialization in fintech consulting. We help make the whole business process affordable through a combination of innovative technology and good service. Join our team and gain access to simplified, integrated, and automated business solutions.",,,
Kaafila,https://www.crunchbase.com/organization/kaafila,11-50,"Blockchain, Media and Entertainment",,,,,Private,,,,"London, England, United Kingdom",,,,A Decentralized media platform,2021-03-24,day,Active,,,For Profit,https://www.kaafila.org/,https://twitter.com/Kaafila2020,https://www.facebook.com/Kaafila-112229374449872,https://www.linkedin.com/company/kaafila2021,admin@kaafila.org,,,,"Kaafila is a  decentralized platform for all Media which includes Audio, Video,  live Streaming, Movies, Games, podcasts, TV Shows, Web Series, Audio Books, Photography, News & Radio. With the power of  blockchain technology, media providers will have full access to  finance and content. A network that will be corruption-free &  transparent.",,,
Just Wont Die,https://www.crunchbase.com/organization/just-wont-die,11-50,"Blockchain, Gaming",Venture - Series Unknown,,,,Private,,,,"Cambridge, Cambridgeshire, United Kingdom",,,$1M to $10M,Just Wont Die is a game developer and publisher.,2019-01-01,year,Active,,,For Profit,https://www.justwontdie.com,,,https://www.linkedin.com/company/just-wont-die-studio,,,,,"Just Wont Die is a game studio. Their game credits include some of the best-selling franchises in video game history, multiple award nominations and books, as well as numerous granted patents.",,,
JSEcoin,https://www.crunchbase.com/organization/jsecoin,11-50,"Blockchain, Cryptocurrency, Financial Services, Internet, Web Development",,,,,Private,,,,"Saint Neots, Cambridgeshire, United Kingdom",,,,"JSEcoin is a website that develops next-generation block chain technology, such as a digital money, wallet, and developer platform.",2017-08-01,month,Active,,,For Profit,https://jsecoin.com/,https://www.twitter.com/jsecoin,https://www.facebook.com/officialjsecoin,,,,,,,,,
JKRB Investments Limited,https://www.crunchbase.com/organization/jkrb-investments-limited,1-10,"Angel Investment, Blockchain, Financial Services, Incubators",,,,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,JKRB Investments Limited own a variety of exciting companies,2017-01-01,month,Active,,,For Profit,http://www.jkrbinvestments.com,,,https://www.linkedin.com/company/11080617/admin/,enquiries@jkrbinvestments.com,,,,"JKRB Investments operate and invest in a multitude of online platforms, mobile and blockchain applications and collaborate with industry-leading partners bringing next-generation technology to their products.",,,
Jets Capital,https://www.crunchbase.com/organization/jets-capital,1-10,"Blockchain, Cryptocurrency, Digital Marketing, Venture Capital",,,,8,Private,,,,"London, England, United Kingdom",,,,Jets Capital supports crypto and Web3 startups at initial stages. Our mission is to help modern technologies to smoothly enter our lives.,2017-01-01,year,Active,,,For Profit,https://jets.capital/,https://twitter.com/JetsCapital,,https://www.linkedin.com/mwlite/company/jetscapital,info@jetscapital.com,,,,"Jets Capital supports crypto and Web3 startups at initial stages. Our mission is to help modern technologies to smoothly enter our lives and change the world for the better. We provide a holistic ecosystem for startups to grow and have partners to take care of all aspects - be it advertising, legal, promotion, lisitings, go-to-market expertise and more.",,,
Jemjar,https://www.crunchbase.com/organization/jemjar,11-50,"Apps, Cryptocurrency, Internet",,,,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,Jemjar is an app that offers crypto rewards to consumers.,2018-01-01,year,Active,,,For Profit,https://jemjar.com,https://twitter.com/jemjarapp,,https://www.linkedin.com/company/jemjar,administrator@jemjar.com,,,,"Jemjar is a rewards app that lets retailers promote their businesses to consumers by rewarding them with crypto. Jemjar is backing stores, cafes, and restaurants.",,,
JadeBlok LTD.,https://www.crunchbase.com/organization/jadeblok-ltd,1-10,"Artificial Intelligence, Blockchain",,,,,Private,,,,"Belfast, Belfast, United Kingdom",,,,An interoperable AI / DLT Middleware protocol for inter-connected systems to combat fraud.,2018-01-31,day,Active,,,For Profit,https://www.jadeblok.com,https://twitter.com/JadeBlok,,https://www.linkedin.com/company/jadeblok,yao.yao@jadeblok.com,07539957437,,,,,,
Jada Consulting,https://www.crunchbase.com/organization/jada-consulting,1-10,"Artificial Intelligence, Blockchain, Consulting, Information Technology, Internet of Things",,Management,,,Private,,,,"London, England, United Kingdom",,,,"Jada Consulting is an IT consulting firm that offers blockchain, AI, and IoT services in support of business digital transformation.",2017-01-01,year,Active,,,For Profit,https://jada.consulting ,https://twitter.com/wearejada,https://www.facebook.com/JadaConsulting/,https://www.linkedin.com/company/jada-consultancy/ ,info@jada.consulting,+44 775-435-8106,,,,,,
JAAK,https://www.crunchbase.com/organization/jaak,11-50,Blockchain,Seed,,,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,"JAAK engaged in building a decentralised tech stack to connect and power creators, rights-holders, developers and fans.",2015-11-01,month,Active,,,For Profit,http://jaak.io,https://www.twitter.com/jaak_io,https://www.facebook.com/jaak.io,https://www.linkedin.com/company/jaak,yo@jaak.io,,,18,"At JAAK, they're building a blockchain network that will allow the music and media industries to collaborate on a global view of content ownership and rights. Common infrastructure enables a new approach: simplifying content licensing on the web, unlocking a world of new content experiences, and revealing previously untapped opportunities for the content industries - they call it Smart Content.",,,
iXledger,https://www.crunchbase.com/organization/ixledger,1-10,"Blockchain, Cryptocurrency, Information Technology",Seed,,,,Private,,,,"London, England, United Kingdom",,,,iXledger is a groundbreaking platform for insurance utilising blockchain technology.,2017-01-01,year,Active,,,For Profit,https://www.ixledger.com,https://twitter.com/iXledger,https://www.facebook.com/iXledger,https://www.linkedin.com/company/insurex-technologies,info@ixledger.com,44 (0) 207 947 9515,,,"iXLedger is the technology development arm of iX Technology Group and was founded in London in 2017, with the encouragement of clients interested in innovation and new business models. Technology driven innovation is an increasing focus for the insurance industry which faces challenges on many fronts. A core issue is that the insurance product is often handled by several layers of intermediaries using manual, highly inefficient processes. Customers require suitable coverage at a fair price, from trusted insurers delivering good service and fast claims settlement. Insurers and intermediaries need access to quality business and to manage their operational and distribution costs across the insurance value chain. Blockchain technology – a distributed, decentralised ledger that is immutable, secure, fast and transparent – has huge potential to enable the industry to face these challenges. This peer-to-peer ecosystem facilitates increased trust, efficiency, and transparency – resulting in improved customer service, cost-efficient business models, faster transactions, and reduced risk through data access and collaboration",,,
Iron Group,https://www.crunchbase.com/organization/iron-group,51-100,"Billing, Cryptocurrency, E-Commerce, Financial Services, FinTech, Information Technology, Retail, Web Browsers",,Operations,,,Private,,,,"London, England, United Kingdom",,,,We build & invest in the digital subscription world.,2014-01-01,year,Active,,,For Profit,https://irongroup.co/,https://twitter.com/Iron_co,https://www.facebook.com/irongroup.co/,https://www.linkedin.com/company/iron-web-limited,contact@irongroup.co,,,,"We build & invest in the digital subscription world. As entrepreneurs, we have been running successful online subscription-based businesses, over the last 10 years. Drawing upon our experiences, we have built an exclusive ecosystem of digital connections which enables us to leverage the best expertise where required.   IronGroup is made of several entities enabling the entrepreneurial journey :   IronLab                 #Ideas #Devlopment IronAcademy        #Knowledge #Talent  IronCapital            #Access #Funds IronSolutions        #Payments #Revenue IronAds                #Media #Acquisition",,,
IRIS Payment Solutions,https://www.crunchbase.com/organization/iris-payment-solutions,11-50,"Biometrics, Cryptocurrency, Financial Services, FinTech, Identity Management",Seed,,,,Private,,,,"London, England, United Kingdom",,,,Digital Identity and Wallet Platform implementing Biometric Authentication,2017-11-01,month,Active,,,For Profit,https://irispay.io,https://twitter.com/irispay_io,https://www.facebook.com/irispay.io/,https://www.linkedin.com/company/irispay/,office@irispay.io,+447553055830,,2,"IRIS is a fintech company which implements innovational biometric authentication and blockchain technology to create the world’s safest payment processing ecosystem. Furthermore, IRIS will also develop hospitality and access restriction products in its late development. IRIS will act as a medium point for users to access their funding sources such as credit cards, bank accounts, crypto wallets using biometric authentication. IRIS users will be able to conduct free-of-charge instant international transfers at any irisTerminal. They will also be able to use their IRIS Wallet to pay at any IRIS Merchant.  Our core advantages are: •	Ease of Use – IRIS will be free and available to anyone with an irisTerminal nearby •	Safety and Security – Implementing finger vein authentication as our biometric standart alongside with blockchain technology, users will sleep calm knowing their irisWallet will remain unpenetratable •	Saving money – Users will not pay any fees while conducting international transfers, or using IRIS as an everyday payment method •	Instant operations – Transfers and Transaction will happen, in most cases, in a matter of seconds •	Crypto Integration – People will now be able to spend their crypto currencies using just the tip of their finger at any IRIS Merchant or irisTerminal •	Ease of Business – Our planned irisDoorLock systems will save Airbnb and Hotel owners great amounts of time with our remote access allowance system ",,,
