Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
Azra Games,https://www.crunchbase.com/organization/azra-games,11-50,"Blockchain, Cryptocurrency, Gaming, Video Games",Seed,"Management, Operations, Product, Sales",,,Private,,,,"Sacramento, California, United States","West Coast, Western US",,,Azra Games is a blockchain-based developer of collectable combat role-playing games for core gamers.,2022-01-01,year,Active,,,For Profit,https://azragames.com,https://twitter.com/AzraGames,,https://www.linkedin.com/company/azra-games,,,,7,"Azra Games is a blockchain-based developer of collectable combat role-playing games for core gamers. Azra Games is led by Mark Otero, a world-renowned online strategy game developer whose most recent game generated over $1 billion in sales. Their crew has over 70 years of combined gaming industry expertise. They are now providing the core gaming experience that core gamers desire to Web3. Azra Games is headquartered in Sacramento, United States.",,,
Azuro,https://www.crunchbase.com/organization/azuro-c0a2,11-50,"Blockchain, Information Technology",Seed,Operations,,,Private,,,,"Tucson, Arizona, United States",Western US,,,Global Decentralized Betting Protocol,2021-08-05,day,Active,,,,http://azuro.org,https://twitter.com/azuroprotocol,https://www.facebook.com/azuroprotocol,,,,,,"Azuro is a global decentralized betting protocol, utilizing smart-contracts to bring full transparency to the betting process and to deliver a classic betting experience with plentiful markets & liquidity and funky innovations like collectible bets and gamification via NFTs",,,
Backpacker Coin,https://www.crunchbase.com/organization/backpacker-coin,10001+,"Blockchain, Cryptocurrency, Financial Exchanges, Internet of Things",,,,,Private,,,,"Sheridan, Wyoming, United States",Western US,,,BPC allows direct payment capability with marginal transaction expenses.,2019-01-01,year,Active,,,For Profit,https://backpackercoin.com,https://twitter.com/BACKPACKERCOIN2,https://www.facebook.com/profile.php?id=100063961513831,https://www.linkedin.com/company/backpackercoin/,support@backpackercoin.com,,,,BPC is a provider of digital assets that seek to resolve various problems in the tourism and hospitality sectors. The difficulty of currency conversion is one of their main problems. They are C is trying to ensure that passengers can travel anywhere without having to worry about currency conversions by providing their USD stablecoin and digital currency platform as a payment alternative.,,,
Badger Blockchain,https://www.crunchbase.com/organization/badger-blockchain,101-250,"Blockchain, Education, Training",,,,,Private,,,,"Madison, Wisconsin, United States","Great Lakes, Midwestern US",,,Badger Blockchain educate and network UW-Madison students about blockchain technology.,2017-01-01,year,Active,,,For Profit,https://www.badgerblockchain.com,https://twitter.com/badgerblocks,https://www.facebook.com/BadgerBlockchain/,https://www.linkedin.com/company/badger-blockchain/,badgerblockchain1@gmail.com,,,,"Badger Blockchain is a registered student organization at the University of Wisconsin-Madison. Blockchain educates, networks, and creates community on campus. Their members range from finance & accounting students, to engineering and everything in-between.",,,
Badger DAO,https://www.crunchbase.com/organization/badger-dao,51-100,"Bitcoin, Cryptocurrency, Finance, FinTech",Venture - Series Unknown,,,,Private,,,,"Little Chute, Wisconsin, United States","Great Lakes, Midwestern US",,,Badger DAO is a Bitcoin-focused decentralized finance (DeFi) platform.,2020-01-01,year,Active,,,,https://badger.finance,https://twitter.com/BadgerDAO,,,,,,5,Badger is a decentralized autonomous organization (DAO) building products and infrastructure to accelerate Bitcoin as collateral across other blockchains. It’s meant to be an ecosystem DAO where projects and people from across DeFi can come together to collaborate and build the products our space needs. Shared ownership in the DAO will allow builders to have aligned incentives while decentralized governance can ensure those incentives remain fair to all parties. The idea is less competing and more collaborating.,,,
Bakkt,https://www.crunchbase.com/organization/bakkt,501-1000,"Cryptocurrency, Financial Services, FinTech, Loyalty Programs",Post-IPO Equity,"Engineering, Finance, Human Resources, Information Technology, Legal, Management, Marketing, Medical & Science, Operations, Pro Services, Product, Sales, Support",,,Public,,,,"Alpharetta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",Women Founded,$10M to $50M,"Bakkt is a trusted digital asset platform that enables its customers to buy, sell, spend, send, and redeem digital assets.",2018-01-01,year,Active,2021-10-18,day,For Profit,https://www.bakkt.com,https://twitter.com/Bakkt,,https://www.linkedin.com/company/bakkt/,ir@bakkt.com,,Exited Unicorn,301,"Bakkt is a trusted digital asset platform that enables consumers, businesses and institutions to buy, sell, store and spend digital assets. Bakkt’s platform, now available through the Bakkt App and to partners, amplifies consumer spending and bolsters loyalty programs, adding value for all key stakeholders within the Bakkt payments and digital assets ecosystem. Launched in 2018, Bakkt is headquartered in Alpharetta, GA.",,,
Ballet,https://www.crunchbase.com/organization/ballet,11-50,"Cryptocurrency, Mobile Apps, Payments",,"Management, Operations, Sales",,,Private,,,,"Las Vegas, Nevada, United States",Western US,,,Ballet is a cryptocurrency wallet.,2019-01-01,year,Active,,,For Profit,https://www.balletcrypto.com/,https://twitter.com/BalletCrypto,https://www.facebook.com/balletcrypto1/,https://www.linkedin.com/company/balletcrypto/,,social.media@balletcrypto.com,,3,"Ballet Crypto is a companion mobile app, which enables sending of cryptocurrency, checking market value and activating additional currencies. The use of the mobile app is completely optional, as you do not need it to receive and store your cryptocurrency safely.",,,
Bankcard International Group,https://www.crunchbase.com/organization/bankcard-international-group,11-50,"Bitcoin, Cannabis, Financial Services, Mobile Payments, Payments, Transaction Processing",,"Management, Sales",,,Private,,,,"Vancouver, Washington, United States","West Coast, Western US",,,High Risk Merchant Account Provider,2019-03-01,day,Active,,,For Profit,https://www.bankcardinternationalgroup.com/high-risk-merchant-services-done-right,https://twitter.com/GroupBankcard,https://www.facebook.com/BankcardInternational,https://www.linkedin.com/company/53444593,cs@bighqs.com,1-800-895-1580,,,"BIG provides a full spectrum of payment processing solutions to merchants of all types.  We are a team of like minded & highly experienced merchant service professionals come together. BIG, provides high risk payment processing the way it should be - Dependable, Legitimate, and Service Oriented.  B.I.G. was created by a group of individuals who believe that every legal business deserves respectful service and services designed to help them succeed. Our team combined their decades of working in the high risk payment processing industry and have put that valued experience to work for you.   We specialize in dependable and compliant high risk credit card processing and cannabis card payment solutions.",,,
BANKEX,https://www.crunchbase.com/organization/bankex,11-50,"Blockchain, FinTech, Internet",Pre-Seed,,,,Private,,,,"San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,$1M to $10M,BANKEX is digital asset banking platform that creates infrastructure for tokenized assets and the world’s capital markets,2015-01-01,year,Active,,,For Profit,https://bankex.com/,https://twitter.com/bankex,https://www.facebook.com/bankexchange,https://www.linkedin.com/company/bankex,bankex@bankex.com,,,42,"BANKEX is digital asset neobank Products&Services: Custody Service. Cloud-based service for secure, long-term storage of crypto-currency and tokenized assets. MainWallet - crypto asset banking platform on Telegram Security Token Frameworks. Security tokens are the solution for enterprises integrating BANKEX technology to migrate their business to the blockchain.",,,
Banyan Storage,https://www.crunchbase.com/organization/banyan-storage,11-50,"Blockchain, Developer Platform, Software Engineering",,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,Banyan Storage is an on-chain storage developer platform that stores data using web3-based protocols on a blockchain.,2022-01-01,year,Active,,,For Profit,https://banyan.computer ,https://twitter.com/BanyanStorage,,https://www.linkedin.com/company/banyancomputer/ ,info@banyan.computer,,,,,,,
BasicBlock,https://www.crunchbase.com/organization/basicblock,11-50,"Blockchain, Mobile Payments, Supply Chain Management, Transportation",Seed,"Engineering, Management, Operations, Sales",,,Private,,,,"Lincoln, Nebraska, United States",Midwestern US,,$1M to $10M,BasicBlock is a mobile application for truck drivers to scan and upload documents for quick and easy payment.,2018-01-01,day,Active,,,For Profit,http://basicblock.io,https://twitter.com/BasicBlock_io,https://www.facebook.com/basicblock,https://www.linkedin.com/company/basicblock,hello@basicblock.io,308-539-2819,,5,"BasicBlock is a mobile application for truck drivers to scan and upload documents for quick and easy payment. The application allows drivers to save data by waiting for a WiFi connection to upload documents. They integrate with all major TMS systems to facilitate operations and automate as much manual work as possible. BasicBlock was founded in 2018 and is headquartered in Omaha, Nebraska.",,,
BastionZero,https://www.crunchbase.com/organization/commonwealth-crypto,11-50,"Cryptocurrency, Information Technology",Seed,"Engineering, Management, Marketing",,,Private,,,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England","Women Founded, Women Led",$1M to $10M,BastionZero is developing technology to allow traders to maintain custody of their coins while trading at a cryptocurrency exchange,2017-01-01,year,Active,,,For Profit,https://www.bastionzero.com/,https://twitter.com/cwcrypto,,https://www.linkedin.com/company/11173783/,info@commonwealthcrypto.com,,,,"BastionZero  is developing technology to allow traders to maintain custody of their coins while trading at a cryptocurrency exchange. Their technology ensures that no one, even a compromised or hacked exchange, has the power to take custody of a trader’s digital assets. Instead, traders can keep their coins securely housed in their wallet or custodial service, even as they trade.Their technology is compatible with top cryptocurrencies including Bitcoin, Bitcoin Cash, Litecoin and ZCash.",,,
Battlebound,https://www.crunchbase.com/organization/battlebound,11-50,"Blockchain, Gaming",Seed,Operations,,,Private,,,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,$1M to $10M,Battlebound use blockchain technology to create play to earn games.,2021-05-01,month,Active,,,For Profit,https://battlebound.io/,https://twitter.com/battlebound_io,,,support@battlebound.io,,,3,Battlebound use blockchain technology to create play to earn games.,,,
BBCN Bank,https://www.crunchbase.com/organization/bbcn-bank,501-1000,"Bitcoin, Financial Services, Venture Capital",,"Finance, Legal, Management, Operations",,,Private,,,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,,BBCN Bank is a bank providing lending and international trade finance services.,2011-01-01,year,Active,,,For Profit,http://bbcnbank.com,,,,,(800)-554-8969,,1,,,,
Beaxy Exchange,https://www.crunchbase.com/organization/beaxy,51-100,"Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Information Services, Information Technology",,"Management, Medical & Science, Operations",,,Private,,,,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",,,Beaxy is the new generation of cryptocurrency and digital asset exchange,2017-06-01,day,Active,,,For Profit,https://beaxy.com/,https://twitter.com/beaxyexchange,https://www.facebook.com/pg/beaxyexchange,,info@beaxy.com,,,5,"Beaxy is the new generation of cryptocurrency and digital asset exchange, providing users with robust portfolio management tools, industry leading technology, a wide variety of order types, cutting edge security and market making incentive programs. Beaxy brings all of the tools and technologies that traders in traditional markets utilize on a regular basis to the cryptocurrency space for the first time, assembling them under one roof for crypto-traders to have at their fingertips and use at their disposal. Beaxy leverages startegic partnerships with market leaders from the traditional financial world to deliver the best in class platform to our users. Beaxy’s exclusive partnership with ​OneMarketData (“OMD”), lead to the development of a proprietary and market leading matching engine with unparallelled speeds of up to 250,000 transactions per second, per pair - comparable to that of NASDAQ. Our development teams started with OMD’s OneTick® product, a comprehensive suite for time-series data management and real-time analytical event utilized by Bloomberg, Bank of America and The Federal Reserve, among others and built Beaxy’s matching engine on top of their existing software. The result is a platform with extremely low latency and market leading high speed data transmission. Beaxy brings military-grade security features to the crypto world through its proprietary IP whitelisting process utilizing hot and cold wallets with automated “sweeping.” Through our partnership with ​Optiv​, we’ve conducted a first of its kind threat and vulnerability management assessment. Beaxy’s superior customer service team provides prompt 24/7 live support.",,,
BeBetter Shop,https://www.crunchbase.com/organization/bebetter-shop,251-500,"Advertising, Blockchain, Brand Marketing, Business Development, Cryptocurrency, Digital Marketing, Local Business, Marketing, Reputation, Small and Medium Businesses",,,,,Private,,,,"San Bernardino, California, United States","Greater Los Angeles Area, Inland Empire, West Coast",,,"B2B Crypto Marketing Service, Online Reputation Assistant",2017-06-01,day,Active,,,For Profit,https://bebetter-shop.com,https://twitter.com/BeBetter_Shop,https://www.facebook.com/bebetter.shop.official,,service@bebetter-shop.com,909 475-7227,,,"BeBetter Shop is the premier service for Business Owners, Management Representatives, HRs around the world to improve their business rating and maintain a positive online reputation. We help companies grow their positive reputation on popular platforms like Google, Trustpilot, 2GIS, Google Play, Chrome, on Indeed, Zillow, Houzz, TripAdvisor, Glassdoor, Sitejabber, Yellow Pages, BBB, etc. We love what we do for businesses and are open to any other reviews' platform to help them attract more customers and increase revenue. • Stand out against your competitors and show your potential customers you're the best in the market. • Best Marketing tool for Business Owners, Real Estate Agents, Home Improvement Services, Property Managers, Builders, Inspectors, Photographers, and Marketing Managers. • Boost your clients' reviews and increase your business rating.  • Improve your online reputation with positive reviews and scale up your revenue.",,,
Bekonta,https://www.crunchbase.com/organization/bekonta,11-50,"Blockchain, Education, Financial Services",,,,,Private,,,,"Delaware, Ohio, United States","Great Lakes, Midwestern US",,,"Social Payments, Crypto Exchange, Bill Payments",2019-04-10,day,Active,,,For Profit,https://bekonta.com,,https://facebook.com/bekontahq,https://www.linkedin.com/company/bekonta,hq@bekonta.com,,,,"Bekonta helps process payments, easy crypto-to-fiat exchange, and provides education on blockchain technology, with a keen focus on Africans",,,
Benchmark Protocol,https://www.crunchbase.com/organization/benchmark-protocol,11-50,"Blockchain, Cryptocurrency, Financial Services",,,,,Private,,,,"Lafayette, Colorado, United States","Greater Denver Area, Western US",,,"Benchmark Protocol implements Supply Elastic Collateral, and Rebase protocols on the Chainlink Keeper network.",2020-01-01,year,Active,,,For Profit,https://benchmarkprotocol.finance/,https://twitter.com/benchmark_defi?lang=en,,https://www.linkedin.com/company/benchmark-protocol/,team@benchmarkprotocol.finance,,,,"Benchmark Protocol Integrates Chainlink Keepers to Automate and Decentralize Token Rebasing. In summary, the protocol works as a rules-based utility that dynamically adjusts supply based on deviations from the target metric - equal to 1 Special Drawing Rights (SDR) unit. The SDR offers a greater use case than simply dealing with one currency. Using this creates a wider user base and gives a wider exposure to international markets.",,,
Beorus Corporation,https://www.crunchbase.com/organization/beorus-corporation,11-50,"Blockchain, Corporate Training, Cryptocurrency",,,,,Private,,,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",,$1M to $10M,Beorus Corporation is a legally constituted company that specialized in blockchain technology and cryptocurrencies.,2020-01-01,year,Active,,,For Profit,https://beorus.com,,https://www.facebook.com/beoruscorp,https://www.linkedin.com/company/beorus-corporation,info@beorus.com,,,,"Beorus Corporation services include blockchain audit, analysis and review of crypto projects, creation of tokens and/or cryptocurrencies, NFT creation, and blockchain. They are specializing in the crypto world and the ethereum blockchain.",,,
Berkeley Synthetic,https://www.crunchbase.com/organization/berkeley-synthetic,11-50,"Cryptocurrency, Digital Entertainment, Film Production, Media and Entertainment, Military, Simulation, Software, Training, Video Games, Virtual Reality",,,,,Private,,,,"Berkeley, California, United States","San Francisco Bay Area, West Coast, Western US",American Indian / Alaska Native Founded,,Generative AI and SImulation Software Developer,2022-01-22,day,Active,,,For Profit,https://www.berkeleysynthetic.com,https://www.twitter.com/besynth,,https://www.linkedin.com/company/berkeley-synthetic,contact@besynth.com,510-859-3044,,,"Berkeley Synthetic develops generative AI platforms and simulation software for multimedia applications.  Our technology is used in the gaming, CG film, immersive learning and training, industrial and military simulations including digital twins with a forward path to the Metaverse.",,,
Best tax filer,https://www.crunchbase.com/organization/best-tax-filer,11-50,"Consulting, Cryptocurrency, Legal",,,,,Private,,,,"Farmington Hills, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",,Less than $1M,Best Tax Filer assist Business enterprises in filing business tax returns and offers end-to-end tax services offering,2010-01-07,day,Active,,,For Profit,http://www.besttaxfiler.com,https://www.twitter.com/besttaxfilerllc,https://www.facebook.com/besttaxfilerllc,https://www.linkedin.com/in/besttaxfiler,contact@besttaxfiler.com,(903) 328-9136,,2,"They are a complete rip-off! My taxes were filed completely wrong and I'm now getting letters from the IRS for re-payment which is big deal to a OPT/H1B! They will not honor their office ""audit assistance guarantee"" to pay for the interest and penalties that have resulted from their wrong/careless doing, and forget about corporate CUSTOMER service as they are rude and absolutely no help at all in getting the issue resolved. Definitely don’t think of using BEST TAX FILER for any of your tax filing because they SUCK in all possible ways they can. I paid them like 500$ for SCREWING up my tax return for years 2013 & 2014. And now because of them I am paying like $7000 to IRS which is so much for an H1B individual. #Fraudtax #worstfiling  #neverchoosebesttaxfiler #besttaxfiler #Careless #nocoustmerservice",,,
BestRate,https://www.crunchbase.com/organization/bestrate,11-50,"Bitcoin, Blockchain, Cryptocurrency, Financial Exchanges, Financial Services",,Operations,,,Private,,,,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,BestRate is an aggregator of cryptocurrency exchanges.,2017-01-01,year,Active,,,For Profit,https://bestrate.org,https://twitter.com/bestrateorg,https://www.facebook.com/BestRateorg,https://www.linkedin.com/company/bestrate,support@bestrate.org,,,,"BestRate is an aggregator of trustworthy crypto exchanges that allow users compare, buy, sell, and exchange fiat and 80+ crypto always at the best rate. B2B services include: 1. ICO Payment Tool - helps to increase ICO profits by accepting 80+ crypto and FIAT, automatically set up bonuses and investment limits, monitor all transactions in real time and to distribute tokens right after the ICO 2. BestRate Gaming Tool - let your gamers pay you in crypto & fiat 3. Token Distribution - let your users buy products paying in your token even if they don’t hold them by exchanging fiat and other tokens in 20 seconds via BestRate Payment and Token Distribution tools. Open for partnerships",,,
BetDEX,https://www.crunchbase.com/organization/betdex,11-50,"Blockchain, Cryptocurrency",Seed,"Management, Operations",,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,BetDEX is the decentralized sports betting protocol.,2021-01-01,year,Active,,,For Profit,https://www.betdex.com/,https://twitter.com/BetDEXLabs,,https://www.linkedin.com/company/betdex-labs-inc/,,(937) 810-0179,,5,BetDEX is the decentralized sports betting protocol. BetDEX delivers high speeds and low transaction costs while eliminating counterparty risk. BetDEX is a permissionless protocol allowing anyone to build their own applications on top.,,,
Betterticket,https://www.crunchbase.com/organization/les-pommes,11-50,"Blockchain, Events, Internet, Ticketing",Pre-Seed,,,,Private,,,,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",,,"Betterticket is a Web 3.0 decentralized event management and ticketing platform for In-Person, Online, Metaverse or Hybrid Events.",2021-05-11,day,Active,,,For Profit,https://betterticket.com/,https://twitter.com/betterticket,,https://www.linkedin.com/company/betterticket,josue@lespommes.io,,,,,,,
Bevite,https://www.crunchbase.com/organization/bevite,51-100,"Blockchain, E-Commerce, Internet of Things, Mobile, Payments, Retail, Retail Technology",Series A,"Human Resources, Operations",,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,Bevite provides omnichannel retail strategies through block commerce technology.,2014-01-01,year,Active,,,For Profit,https://www.bevite.co,https://twitter.com/bevite,https://www.facebook.com/beviteco,https://www.linkedin.com/company/bevite-inc,info@bevite.co,,,5,"Bevite provides omnichannel retail strategies through block commerce technology.  Bevite was founded in 2014 and was headquartered in New York, USA.",,,
Beyond Appearances,https://www.crunchbase.com/organization/beyond-appearances,11-50,"Analytics, Artificial Intelligence, Cryptocurrency, Information Technology, Machine Learning, SaaS, Software",,Management,,,Private,,,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,,An adaptable SaaS platform that enables businesses to transform predictive intelligence into easy to use insights and recommendations.,2019-01-06,day,Active,,,For Profit,http://www.beyondaifinancial.com/,,,https://www.linkedin.com/company/beyond-appearances-ai-powered-financial-solutions/,info@beyondaifinancial.com,818-602-9176,,,"Beyond Appearances allows any business to harness the power of artificial intelligence to increase their profitability. Created by a team of successful entrepreneurs, Beyond equips business with an adaptable SaaS platform that enables businesses to transform predictive intelligence into easy to use insights and recommendations.",,,
Beyond Enterprizes,https://www.crunchbase.com/organization/beyond-enterprizes,51-100,"Blockchain, Consulting",,"Management, Operations, Product",,,Private,,,,"Cheyenne, Wyoming, United States",Western US,,,"Beyond Enterprizes was conceived to achieve, execute, and overcome strategic advisory firm.",2012-01-01,year,Active,,,For Profit,https://www.beyondenterprizes.com/,https://twitter.com/BEnterprizes,https://www.facebook.com/BeyondEnterprizes/,https://www.linkedin.com/company/beyond-enterprizes/,info@beyondenterprizes.com,,,2,"Building and Implementing Technologies that are Changing the World Beyond offers strategic and technical leadership, advisory, and support capabilities to projects in all stages of blockchain and new technology implementation and development. Our tailored services include business model review and fundraising strategy, new technology development, digital storytelling, market making and treasury management. We will work with you to identify solutions for technical and business challenges you face and offer guidance from our decades of experiences launching new business ventures.",,,
BGOGO,https://www.crunchbase.com/organization/bgogo,11-50,"Communities, Cryptocurrency, Financial Services, Internet",Venture - Series Unknown,Operations,,1.0,Private,,,,"Foster City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Women Led,,"Bgogo aspires to be the cryptocurrency exchange of the community, by the community, for the community.",2017-01-01,year,Active,,,For Profit,https://bgogo.com,https://twitter.com/BgogoExchange,https://www.facebook.com/BgogoExchange,https://www.linkedin.com/company/bgogo-crypto-exchange,support@bgogo.com,+86 151 7528 5924,,1,"Bgogo aspires to be the cryptocurrency exchange of the community, by the community, for the community. It is the first digital asset exchange with supernode listing authority, designed to list the most high quality and promising digital assets. Bgogo.com is registered in Cayman Islands. Bgogo founders include members from leading Internet companies such as Facebook, Twitter, IBM, Alibaba, etc. The core engineering team consists of several world champions of the ACM International Collegiate Programming Contest.",,,
Big Data Energy Services,https://www.crunchbase.com/organization/big-data-energy-services,11-50,"Asset Management, Big Data, Blockchain",,"Management, Marketing, Operations, Sales",,,Private,,,,"Houston, Texas, United States","Greater Houston Area, Southern US",,$1M to $10M,"Big Data Energy Services consults in big data, digital asset management, blockchain solutions and EDI transactional services.",2012-01-01,year,Active,,,For Profit,http://www.bigdataenergy.com,,,https://www.linkedin.com/company/big-data-energy-services/,,,,,,,,
Big Data Protocol,https://www.crunchbase.com/organization/big-data-protocol,11-50,"Big Data, Blockchain, Cryptocurrency, Finance",,"Management, Pro Services",,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,A web 3.0 defi protocol and data marketplace for highly valuable data.,2021-01-01,year,Active,,,For Profit,http://www.bigdataprotocol.com,,,https://www.linkedin.com/company/big-data-protocol/,,,,,,,,
BIKEBY,https://www.crunchbase.com/organization/bikeby,11-50,"Blockchain, Gaming",Seed,,,,Private,,,,"San Diego, California, United States","Greater San Diego Area, West Coast, Western US",,,Web3 competitive games decentralize ecosystem.,2022-09-08,day,Active,,,For Profit,https://www.linkedin.com/company/bikeby/,https://twitter.com/racers_bikeby,,https://www.linkedin.com/company/bikeby/,mouaadliaa@gmail.com,,,2,"BIKEBY is a play-to-earn PVP style Bike Racing game where players compete for top 3 placement to earn the platform's utility token against 12 other racers. Also, players can purchase their own NFT bikes, which can be revived in the game. In addition, you will have the opportunity to improve them to your unique taste and later put them on our Marketplace for sale or exchange with other users.",,,
Binance.US,https://www.crunchbase.com/organization/binance-us,251-500,"Cryptocurrency, Financial Services, Internet, Trading Platform",Seed,"Engineering, Finance, Human Resources, Management, Marketing, Medical & Science, Operations, Product, Sales, Support",,1.0,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,Binance is a cryptocurrency exchange that provides a platform for trading various cryptocurrencies.,2019-01-01,year,Active,,,For Profit,https://www.binance.us,https://twitter.com/binanceus,https://www.facebook.com/BinanceUS,https://www.linkedin.com/company/binance-us,,(414) 800-8655,Unicorn,9,Binance.US provides a regulated marketplace built on cutting-edge technology for everyday access to digital assets.  Their vision is to accelerate America’s transition to a digital era. It is FinCEN regulated entity in the United States. It is a cryptocurrency exchange that provides a platform for trading various cryptocurrencies.,,,
Binaryx,https://www.crunchbase.com/organization/binaryx-exchange,11-50,"Blockchain, Financial Services, FinTech, Real Estate",Angel,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,Invest in fractional tokenized rental Real Estate,2022-01-01,year,Active,,,For Profit,https://www.binaryx.com/,https://twitter.com/BinaryxProtocol,,https://www.linkedin.com/company/binaryxprotocol/,ok@binaryx.com,+380635599834,,1,"Binaryx is developing a Real Estate tokenization marketplace and lending protocol to open RE market for retail investors and unlock liquidity of most illiquid assets. Binaryx is developing a Real Estate tokenization protocol to open the RE investing market for retail and unlock liquidity. We plan to create a new way of asset ownership and build a reliable decentralized market for tokenized assets, we would like to tokenize any other kind of asset but start from the real estate market.  We combine crowdfunding in Real Estate, DeFi, and the secondary market. More than 400M retail investors buy fractional tokenized income-generating properties that are diversified worldwide. Sell, stake & get liquidity anytime. Owners sell objects fast at better prices. DeFi brings liquidity, and all sides earn more. Substitutes: People organize pools to invest in RE. A lot of legal & paperwork issues. Crowdinvesting platforms locked money for a long time. In both cases, assets are not liquid.",,,
BingeBuilder Inc.,https://www.crunchbase.com/organization/bingebuilder-inc,11-50,"Cryptocurrency, Digital Entertainment, Media and Entertainment",Pre-Seed,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Black / African American Founded, Black / African American Led, Hispanic / Latine Founded, Hispanic / Latine Led",,IP Ownership & Creator Enablement,2021-03-01,month,Active,,,For Profit,"https://aourz.net, https://bingebuilderx.com/welcome",,,https://www.linkedin.com/company/72400833/admin/,takecontrol@bingebuilderx.com,,,,Helping creators and creative organizations access capital and turn their Intellectual Property into digital-asset-based communities,,,
Bison Trails,https://www.crunchbase.com/organization/bison-trails,51-100,"Blockchain, Infrastructure, Internet, Software",Series A,"Management, Marketing",,,Private,,,,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",,$1M to $10M,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,2018-10-01,month,Active,2021-01-19,day,For Profit,https://bisontrails.co/,https://twitter.com/BisonTrails,https://www.facebook.com/bisontrailsco/,https://www.linkedin.com/company/bison-trails/,hi@bisontrails.co.,888-674-3431,,34,"Bison Trails allows the user to run secure infrastructure on multiple blockchains. The company's technology platform provides enterprise-grade security, multi-cloud and multi-region distribution, and a 99.99% uptime guarantee for node operators. Its aim is to strengthen the entire blockchain ecosystem, by providing a robust and secure infrastructure for the blockchain pioneers of tomorrow.",,2021-01-19,day
Bit 49,https://www.crunchbase.com/organization/bit49,11-50,"Bitcoin, Blockchain",,"Management, Operations, Sales",,,Private,,,,"Colorado Springs, Colorado, United States",Western US,,$1M to $10M,Our Mission is to leverage the huge demand for green crypto mining to accelerate the adoption of green energy worldwide.,2017-01-01,year,Active,,,For Profit,https://bit49.io/,https://twitter.com/bit49,https://www.facebook.com/Bit49.io/?locale2=en_GB&_rdr,https://www.linkedin.com/company/bit-49,sales@bit49.io,+1 (719) 422-9486,,,,,,
Bit Digital,https://www.crunchbase.com/organization/bit-digital,11-50,Bitcoin,Post-IPO Equity,"Management, Pro Services",,,Public,,,,"Flushing, New York, United States","Greater New York Area, East Coast, Northeastern US",,$10M to $50M,Bit Digital is a bitcoin company dedicated to integrating resources globally for bitcoin and bitcoin mining.,2015-11-01,month,Active,2018-03-19,day,For Profit,https://bit-digital.com/#,,,https://www.linkedin.com/company/bit-digital/about/,Press@bit-digital.com,347-328-3680,,63,Bit Digital is a bitcoin company dedicated to integrating resources globally for bitcoin and bitcoin mining. The New York-based company commenced the bitcoin mining business in 2020.,,,
BitCAD,https://www.crunchbase.com/organization/bitcad,11-50,"Biometrics, Cryptocurrency, Security",Seed,Management,,,Private,,,,"Walnut, California, United States","Greater Los Angeles Area, West Coast, Western US",,Less than $1M,is a unified operating system for business,2015-12-02,day,Active,,,For Profit,https://bitcad.io/,https://www.twitter.com/bitcadplatform,https://www.facebook.com/bitcadplatform,https://www.linkedin.com/company/bitcad,info@bitcad.io,(424)444-0220,,2,"BitCAD is a unified operating system for management, design and analysis of business based on the blockchain.  Powerfull security level: - Biometric authentication - SecureCall Technology http://securecall.me Smart Contract & DAO's constructor. Multistakeholder model. Multicurrency ready. Dispute resolution system. Smart oracles. Decentralized Trade Engine Tectum.",,,
